elapsed_seconds,interval_throughput,interval_latency_mean_us,interval_latency_p50_us,interval_latency_p95_us,interval_latency_p99_us,interval_std_dev_us
1.00,90200,0.00,0,0,0,0.00
2.00,172300,0.00,0,0,0,0.00
3.00,204000,0.00,0,0,0,0.00
4.00,205500,0.00,0,0,0,0.00
5.00,204000,0.00,0,0,0,0.00
6.00,221100,0.00,0,0,0,0.00
7.00,217800,0.00,0,0,0,0.00
8.00,196000,0.00,0,0,0,0.00
9.00,222000,0.00,0,0,0,0.00
10.00,218300,0.00,0,0,0,0.00
11.00,206600,0.00,0,0,0,0.00
12.00,194200,0.00,0,0,0,0.00
13.00,225400,0.00,0,0,0,0.00
14.00,217300,0.00,0,0,0,0.00
15.00,204100,0.00,0,0,0,0.00
16.00,194400,0.00,0,0,0,0.00
17.00,221900,0.00,0,0,0,0.00
18.00,226000,0.00,0,0,0,0.00
19.00,193800,0.00,0,0,0,0.00
20.00,196900,0.00,0,0,0,0.00
21.00,217400,0.00,0,0,0,0.00
22.00,221500,0.00,0,0,0,0.00
23.00,192800,0.00,0,0,0,0.00
24.00,196900,0.00,0,0,0,0.00
25.00,219900,0.00,0,0,0,0.00
26.00,216200,0.00,0,0,0,0.00
27.00,201100,0.00,0,0,0,0.00
28.00,198100,0.00,0,0,0,0.00
29.00,221000,0.00,0,0,0,0.00
30.00,208800,0.00,0,0,0,0.00
31.00,202100,0.00,0,0,0,0.00
32.00,198000,0.00,0,0,0,0.00
33.00,219000,0.00,0,0,0,0.00
34.00,209300,0.00,0,0,0,0.00
35.00,190200,0.00,0,0,0,0.00
36.00,204400,0.00,0,0,0,0.00
37.00,219800,0.00,0,0,0,0.00
38.00,223600,0.00,0,0,0,0.00
39.00,182800,0.00,0,0,0,0.00
40.00,199200,0.00,0,0,0,0.00
41.00,215100,0.00,0,0,0,0.00
42.00,213900,0.00,0,0,0,0.00
43.00,190300,0.00,0,0,0,0.00
44.00,191700,0.00,0,0,0,0.00
45.00,230200,0.00,0,0,0,0.00
46.00,207000,0.00,0,0,0,0.00
47.00,189500,0.00,0,0,0,0.00
48.00,206500,0.00,0,0,0,0.00
49.00,228300,0.00,0,0,0,0.00
50.00,217700,0.00,0,0,0,0.00
51.00,184300,0.00,0,0,0,0.00
52.00,205700,0.00,0,0,0,0.00
53.00,220100,0.00,0,0,0,0.00
54.00,222000,0.00,0,0,0,0.00
55.00,173700,0.00,0,0,0,0.00
56.00,206100,0.00,0,0,0,0.00
57.00,219800,0.00,0,0,0,0.00
58.00,224000,0.00,0,0,0,0.00
59.00,173100,0.00,0,0,0,0.00
60.00,196500,0.00,0,0,0,0.00
61.00,209900,0.00,0,0,0,0.00
62.00,230100,0.00,0,0,0,0.00
63.00,186100,0.00,0,0,0,0.00
64.00,188600,0.00,0,0,0,0.00
65.00,212900,0.00,0,0,0,0.00
66.00,218300,0.00,0,0,0,0.00
67.00,188700,0.00,0,0,0,0.00
68.00,194900,0.00,0,0,0,0.00
69.00,213700,0.00,0,0,0,0.00
70.00,218400,0.00,0,0,0,0.00
71.00,197700,0.00,0,0,0,0.00
72.00,214300,0.00,0,0,0,0.00
73.00,204900,0.00,0,0,0,0.00
74.00,225500,0.00,0,0,0,0.00
75.00,187000,0.00,0,0,0,0.00
76.00,208000,0.00,0,0,0,0.00
77.00,225300,0.00,0,0,0,0.00
78.00,216200,0.00,0,0,0,0.00
79.00,174100,0.00,0,0,0,0.00
80.00,211900,0.00,0,0,0,0.00
81.00,222100,0.00,0,0,0,0.00
82.00,211100,0.00,0,0,0,0.00
83.00,175300,0.00,0,0,0,0.00
84.00,204700,0.00,0,0,0,0.00
85.00,224000,0.00,0,0,0,0.00
86.00,220300,0.00,0,0,0,0.00
87.00,166300,0.00,0,0,0,0.00
88.00,212000,0.00,0,0,0,0.00
89.00,223000,0.00,0,0,0,0.00
90.00,221900,0.00,0,0,0,0.00
91.00,175000,0.00,0,0,0,0.00
92.00,198700,0.00,0,0,0,0.00
93.00,220700,0.00,0,0,0,0.00
94.00,229200,0.00,0,0,0,0.00
95.00,193100,0.00,0,0,0,0.00
96.00,197600,0.00,0,0,0,0.00
97.00,224400,0.00,0,0,0,0.00
98.00,210900,0.00,0,0,0,0.00
99.00,213400,0.00,0,0,0,0.00
100.00,186200,0.00,0,0,0,0.00
101.00,219100,0.00,0,0,0,0.00
102.00,208500,0.00,0,0,0,0.00
103.00,203900,0.00,0,0,0,0.00
104.00,202700,0.00,0,0,0,0.00
105.00,211400,0.00,0,0,0,0.00
106.00,207400,0.00,0,0,0,0.00
107.00,211500,0.00,0,0,0,0.00
108.00,199100,0.00,0,0,0,0.00
109.00,211200,0.00,0,0,0,0.00
110.00,196900,0.00,0,0,0,0.00
111.00,208100,0.00,0,0,0,0.00
