elapsed_seconds,interval_throughput,interval_latency_mean_us,interval_latency_p50_us,interval_latency_p95_us,interval_latency_p99_us,interval_std_dev_us
216.00,200,4172.80,4371,4623,4947,536.97
217.00,300,4077.20,4299,4563,4799,571.45
218.00,200,3990.75,4215,4483,4831,570.26
219.00,300,4165.38,4331,4515,4831,507.34
220.00,200,4069.34,4335,4547,4711,580.94
221.00,300,4142.36,4343,4559,4751,545.05
222.00,200,4078.01,4239,4415,4691,476.67
223.00,200,4225.44,4259,4447,5087,2333.97
224.00,300,4010.77,4235,4467,4591,556.15
225.00,300,3994.73,4167,4495,4627,530.14
226.00,200,4113.61,4339,4567,4743,549.84
227.00,200,4132.28,4351,4519,4619,538.21
228.00,300,4132.58,4299,4495,4755,485.78
229.00,200,4058.09,4251,4455,4595,515.99
230.00,300,4086.28,4267,4611,4839,574.89
231.00,200,4108.06,4279,4571,4751,537.73
232.00,300,4041.20,4283,4527,4667,555.05
233.00,200,3991.78,4323,4559,4643,626.54
234.00,300,4087.55,4295,4535,4867,538.38
235.00,200,4097.91,4295,4483,4603,517.29
236.00,300,4108.39,4303,4515,5071,695.62
237.00,200,3964.73,4175,4443,4595,550.93
238.00,300,4081.59,4275,4527,4715,527.09
239.00,200,4175.69,4307,4451,4567,435.51
240.00,300,4164.70,4343,4607,4835,541.61
241.00,200,4167.19,4307,4503,4679,457.91
242.00,200,4024.61,4247,4471,4547,538.41
243.00,300,4162.07,4295,4547,4699,446.54
244.00,200,4299.09,4311,4615,7615,1800.18
245.00,300,4083.26,4247,4483,4631,484.18
246.00,200,3993.74,4211,4355,4515,518.17
247.00,300,4052.01,4255,4491,4647,538.91
248.00,200,4214.95,4359,4575,4723,481.26
249.00,200,4142.67,4351,4607,4783,544.68
250.00,300,4130.94,4283,4463,4767,487.11
251.00,200,4035.07,4171,4411,4755,573.52
252.00,300,4128.75,4279,4527,4927,800.40
253.00,200,4052.20,4271,4491,4559,548.87
254.00,300,4042.51,4255,4507,4651,554.30
255.00,200,4008.60,4255,4515,4771,615.21
256.00,300,4051.82,4259,4487,4615,540.26
257.00,200,3983.89,4251,4475,4643,586.18
258.00,300,4097.37,4319,4507,4611,524.44
259.00,200,4106.70,4287,4475,4627,490.85
260.00,300,4153.25,4255,4463,5035,1749.92
261.00,200,3853.39,4057,4279,4379,516.80
262.00,300,3976.24,4215,4427,4655,565.83
263.00,200,3997.24,4231,4411,4591,544.28
264.00,300,4066.15,4287,4431,4519,517.73
265.00,200,4094.37,4283,4447,4567,499.89
266.00,300,4140.58,4307,4527,4683,545.29
267.00,200,4039.89,4299,4535,4831,585.88
268.00,300,4126.00,4251,4483,4783,2324.57
269.00,200,3933.72,4203,4423,4559,585.27
270.00,300,3976.56,4239,4407,4523,560.80
271.00,200,4062.20,4335,4563,4635,583.34
272.00,300,4064.75,4311,4539,4663,578.36
273.00,200,4100.39,4267,4427,4523,466.20
274.00,300,4076.99,4259,4487,4667,518.96
275.00,200,4121.98,4263,4439,4523,449.65
276.00,300,4062.35,4243,4487,4691,514.50
277.00,200,4012.24,4215,4451,4563,529.58
278.00,300,3962.76,4211,4467,4631,568.95
279.00,200,4036.36,4231,4407,4707,500.55
280.00,300,4025.48,4207,4451,4627,513.12
281.00,200,4044.03,4275,4495,4671,566.02
282.00,300,4083.69,4263,4507,4639,536.83
283.00,200,4052.08,4263,4515,4727,542.35
284.00,300,3927.32,4195,4415,4571,572.38
285.00,200,3945.45,4179,4403,4667,541.32
286.00,300,3968.79,4211,4435,4583,561.24
287.00,200,4030.41,4243,4479,4587,526.35
288.00,300,4069.63,4263,4491,5159,561.88
289.00,200,4040.18,4247,4515,4651,560.41
290.00,300,3975.53,4251,4471,4643,584.89
291.00,200,4032.99,4267,4507,4703,560.45
292.00,300,3930.08,4255,4455,4611,604.90
293.00,200,3923.28,4231,4483,4683,609.99
294.00,300,3926.43,4159,4407,4579,556.77
295.00,300,4091.45,4283,4511,4679,514.07
296.00,200,4086.73,4355,4599,4687,589.32
297.00,200,4113.36,4327,4471,4767,536.98
298.00,300,4058.23,4331,4491,4855,579.12
299.00,200,3901.58,4239,4451,4775,660.19
300.00,300,4034.46,4239,4451,4571,521.78
301.00,300,3932.97,4271,4499,4611,622.32
302.00,200,4068.01,4327,4639,4951,603.27
303.00,300,4036.54,4287,4567,4727,575.68
304.00,200,4046.45,4271,4555,4807,559.10
305.00,300,3984.41,4231,4551,4759,586.74
306.00,200,4023.47,4319,4631,4943,622.62
307.00,300,4137.89,4351,4611,4779,569.26
308.00,200,4094.49,4251,4539,4731,497.49
309.00,200,4090.34,4271,4507,4683,518.83
310.00,300,4120.80,4303,4531,4667,499.07
311.00,200,4094.70,4271,4495,4603,495.19
312.00,300,4001.11,4255,4459,4555,552.94
313.00,200,4081.89,4239,4403,4571,466.94
314.00,300,4068.93,4307,4519,4687,550.56
315.00,200,4064.60,4315,4571,4751,590.55
316.00,300,3994.04,4263,4503,4603,576.02
317.00,200,3954.11,4207,4475,4603,566.87
318.00,300,3985.26,4227,4475,4695,577.47
319.00,200,4133.60,4243,4523,4827,448.51
320.00,300,4157.65,4259,4511,4687,441.08
321.00,200,4038.76,4263,4475,4631,578.92
322.00,300,4087.22,4307,4587,4687,546.59
323.00,200,4019.38,4307,4575,4703,606.37
324.00,300,4007.07,4275,4531,4763,595.65
325.00,200,3988.27,4251,4487,4787,578.54
326.00,300,4032.07,4271,4527,4699,571.18
327.00,200,4135.53,4311,4507,4691,499.11
328.00,300,3991.21,4243,4479,4795,577.38
329.00,200,4001.21,4227,4555,4811,702.02
330.00,300,3974.66,4147,4467,4563,516.69
331.00,200,3920.68,4179,4411,4495,557.60
332.00,300,4141.12,4275,4543,4719,558.04
333.00,200,4136.36,4327,4551,4643,543.56
334.00,300,4140.27,4267,4479,4595,494.90
335.00,200,4053.19,4191,4411,4523,436.18
336.00,300,4153.13,4299,4551,4663,471.36
337.00,200,4065.51,4291,4467,4559,527.09
338.00,300,4137.31,4271,4483,4643,445.43
339.00,200,4077.41,4255,4475,4591,526.08
340.00,200,4136.04,4283,4551,4711,1315.79
341.00,300,4041.26,4195,4435,4719,550.99
342.00,300,3913.71,4127,4395,4539,531.68
343.00,200,3976.40,4211,4379,4439,540.67
344.00,200,4067.03,4243,4443,4519,483.66
345.00,300,4125.33,4255,4479,4883,784.65
346.00,200,4059.73,4319,4599,4839,596.69
347.00,300,3994.56,4159,4379,4575,476.97
348.00,200,3990.80,4231,4495,4631,560.92
349.00,300,4137.01,4315,4587,4755,510.53
350.00,200,4111.18,4303,4515,4699,513.46
351.00,300,4056.97,4251,4507,4703,538.75
352.00,200,4013.64,4227,4455,4683,523.51
353.00,300,4000.12,4243,4523,4627,590.68
354.00,200,4009.95,4255,4527,4899,596.76
355.00,300,4149.89,4331,4543,4927,705.22
356.00,200,4142.98,4323,4563,4719,528.00
357.00,300,4013.66,4279,4547,4723,579.70
358.00,200,3957.23,4227,4523,4647,631.13
359.00,300,4037.13,4239,4491,4975,603.05
360.00,200,4020.59,4215,4487,4619,536.29
361.00,300,3975.84,4231,4443,4727,574.05
362.00,200,4072.55,4283,4475,4667,538.65
363.00,300,4016.30,4283,4559,4711,585.14
364.00,200,4002.54,4279,4559,4723,615.12
365.00,300,4050.27,4219,4439,4659,829.33
366.00,200,3966.36,4151,4391,4567,499.87
367.00,300,4034.90,4175,4511,4695,501.69
368.00,200,4142.14,4347,4607,4643,539.28
369.00,300,4199.66,4371,4699,5211,624.81
370.00,200,4247.06,4347,4639,4823,427.65
371.00,300,4040.97,4235,4551,4927,586.56
372.00,200,3978.17,4175,4507,4803,554.71
373.00,300,4026.88,4235,4531,4735,544.38
374.00,200,3981.89,4283,4551,4631,606.29
375.00,300,4129.64,4343,4663,5039,618.57
376.00,200,4057.50,4279,4535,4723,545.33
377.00,300,4000.07,4263,4487,4599,577.25
378.00,200,4107.95,4279,4531,4791,519.22
379.00,300,4117.64,4243,4535,4831,734.13
380.00,200,4051.66,4243,4495,4735,522.73
381.00,300,3975.18,4255,4539,4795,602.46
382.00,200,4075.39,4299,4579,4703,553.44
383.00,300,4127.00,4263,4547,5631,872.32
384.00,200,3914.75,4191,4431,4511,570.89
385.00,300,4054.44,4191,4439,4583,484.10
386.00,200,4122.01,4275,4483,4535,461.78
387.00,200,4123.60,4267,4519,4711,469.50
388.00,300,4136.92,4359,4587,4731,548.12
389.00,200,4084.14,4327,4503,4663,550.38
390.00,300,4126.88,4267,4451,4555,435.99
391.00,200,4059.29,4271,4443,4599,518.04
392.00,300,4247.23,4275,4543,7419,1323.75
393.00,200,3818.81,3979,4227,4415,474.16
394.00,300,3923.61,4179,4379,4507,544.20
395.00,200,4122.71,4279,4615,4731,510.55
396.00,300,4097.46,4327,4551,4643,553.69
397.00,200,4047.49,4227,4467,7003,771.70
398.00,300,4070.40,4239,4427,4531,489.63
399.00,200,4021.21,4211,4395,4651,504.42
400.00,300,4061.79,4255,4551,4807,539.46
401.00,200,4181.93,4359,4611,4767,500.72
402.00,300,4144.61,4367,4707,5027,589.88
403.00,200,4005.64,4227,4531,4699,558.03
404.00,300,3945.05,4171,4451,4723,565.48
405.00,200,3980.63,4215,4399,4491,541.80
406.00,200,4094.84,4235,4579,5215,597.76
407.00,300,4462.25,4319,4627,5147,4568.14
408.00,200,3856.47,3973,4439,4691,619.11
409.00,300,3738.89,3915,4199,4251,497.74
410.00,300,4008.75,4159,4559,4703,526.29
411.00,200,4118.45,4331,4599,4727,561.47
412.00,200,4167.05,4343,4855,5051,608.98
413.00,300,4099.77,4239,4799,5115,554.70
414.00,200,4107.65,4251,4691,4783,665.21
415.00,300,4034.20,4211,4419,4579,507.77
416.00,200,4024.18,4199,4511,4683,526.07
417.00,300,4006.44,4243,4531,4663,573.25
418.00,200,4059.14,4311,4531,4651,560.97
419.00,300,4002.58,4259,4543,4675,579.72
420.00,200,4042.54,4235,4747,5007,621.28
421.00,300,4223.05,4307,4551,4771,1452.54
422.00,200,3800.45,4001,4299,4371,516.74
423.00,300,3968.85,4183,4547,4739,521.91
424.00,200,4173.66,4339,4871,5387,619.12
425.00,300,4120.38,4315,4707,4827,579.08
426.00,200,4015.45,4263,4627,4919,610.76
427.00,300,3938.55,4175,4479,4779,587.22
428.00,200,4104.23,4263,4471,4555,486.33
429.00,300,4175.05,4299,4739,4903,517.31
430.00,200,4229.21,4375,4635,4787,496.14
431.00,300,4124.18,4319,4679,4915,563.05
432.00,200,4016.80,4195,4439,4627,497.64
433.00,300,3958.20,4135,4395,4563,500.72
434.00,200,4015.51,4195,4527,4619,538.06
435.00,200,4355.32,4339,4907,13279,1546.44
436.00,300,4034.23,4227,4555,4667,527.53
437.00,300,3803.74,4045,4287,4575,551.14
438.00,200,3853.97,4103,4343,4447,551.76
439.00,300,4212.30,4315,4679,6147,1455.16
440.00,200,4128.13,4215,4815,5031,573.54
441.00,300,3952.04,4135,4475,4811,588.81
442.00,200,3912.61,4087,4439,4655,537.18
443.00,300,4145.58,4223,4555,6351,1380.18
444.00,200,3961.47,4139,4531,4599,566.54
445.00,300,4084.60,4219,4539,4615,495.18
446.00,200,4117.65,4303,4707,4843,545.80
447.00,300,3971.23,4211,4463,4603,563.27
448.00,200,3894.57,4139,4331,4415,541.40
449.00,300,4008.94,4159,4379,4567,479.06
450.00,200,4109.27,4267,4619,4823,559.70
451.00,300,4157.09,4399,4647,4943,585.56
452.00,200,4168.73,4323,4615,4787,500.64
453.00,300,3933.53,4159,4519,4923,604.20
454.00,200,3934.05,4103,4371,4563,505.65
455.00,300,4065.24,4255,4507,4591,516.35
456.00,200,4104.18,4327,4587,4803,571.87
457.00,300,4094.31,4319,4547,4735,553.80
458.00,200,4131.77,4267,4635,5215,512.45
459.00,300,3936.45,4135,4427,4543,551.26
460.00,200,3852.53,4095,4295,4371,540.88
461.00,300,3963.06,4135,4431,4647,516.98
462.00,200,3942.05,4191,4427,4595,562.81
463.00,300,4101.01,4279,4511,4675,504.60
464.00,200,4090.15,4263,4495,4663,508.12
465.00,300,4069.44,4291,4539,4659,552.39
466.00,200,3946.82,4239,4459,4595,587.95
467.00,300,4020.05,4259,4551,4639,568.96
468.00,200,4059.43,4299,4499,4635,557.82
469.00,300,4094.34,4235,4519,4655,479.12
470.00,200,3957.28,4199,4499,4655,577.30
471.00,300,4112.07,4275,4555,4719,510.30
472.00,200,4111.15,4315,4619,4675,542.96
473.00,300,3977.84,4271,4495,4635,597.36
474.00,200,4140.23,4331,4547,4595,519.06
475.00,300,3992.82,4275,4499,4619,586.13
476.00,200,3994.89,4283,4635,4847,620.57
477.00,300,4099.10,4243,4483,4607,466.02
478.00,200,3980.41,4195,4475,4587,549.11
479.00,300,4054.51,4263,4487,4579,529.44
480.00,200,4098.81,4327,4531,4615,533.62
481.00,300,3984.00,4199,4455,4599,572.40
482.00,200,3926.45,4179,4415,4591,567.49
483.00,300,4094.31,4307,4543,4807,561.36
484.00,200,4141.29,4327,4587,4679,731.42
485.00,300,4055.47,4203,4523,4943,2119.08
486.00,200,3777.39,4015,4371,4559,565.32
487.00,300,3966.17,4119,4635,4827,547.41
488.00,200,4083.68,4271,4623,4715,542.22
489.00,300,4154.14,4327,4651,4823,546.02
490.00,200,4021.64,4259,4551,4663,573.30
491.00,300,4044.98,4271,4547,4711,585.15
492.00,200,4021.74,4223,4603,5023,658.29
493.00,300,4003.23,4203,4447,4603,513.88
494.00,200,4136.27,4295,4607,5463,613.26
495.00,300,4023.73,4215,4483,4643,526.34
496.00,200,3981.47,4191,4419,4551,528.08
497.00,300,4007.02,4231,4423,4579,554.12
498.00,200,4115.86,4251,4435,4551,454.69
499.00,200,4247.73,4343,4599,4723,691.93
500.00,300,4020.56,4211,4459,4919,519.94
501.00,200,4025.09,4255,4463,4571,588.05
502.00,300,4093.24,4311,4551,5331,585.79
503.00,200,4048.36,4259,4507,4743,545.07
504.00,300,4077.83,4315,4507,4743,556.09
505.00,200,4214.34,4343,4527,4683,569.38
506.00,300,4112.20,4303,4547,4715,528.94
507.00,200,4023.58,4279,4523,4775,585.25
508.00,300,4078.38,4255,4503,4739,514.73
509.00,200,3954.86,4227,4455,4575,594.55
510.00,300,4075.13,4279,4527,4631,534.69
511.00,200,4155.81,4359,4551,4723,522.40
512.00,300,4201.34,4327,4559,4707,452.86
513.00,200,4009.30,4259,4527,4623,577.03
514.00,300,3935.65,4235,4515,4775,635.03
515.00,200,3940.27,4231,4483,4563,595.39
516.00,300,4037.51,4295,4539,4663,577.08
517.00,200,4039.82,4279,4495,4599,562.50
518.00,300,4068.78,4263,4467,4723,537.67
519.00,200,3939.39,4235,4463,4599,608.41
520.00,300,4066.96,4267,4547,4919,564.44
521.00,200,4023.66,4255,4531,4703,568.87
522.00,300,3903.79,4231,4519,4651,631.85
523.00,200,3997.21,4255,4507,4679,584.99
524.00,300,4093.69,4307,4527,4659,527.65
525.00,200,4053.57,4343,4539,4591,628.38
526.00,300,4037.51,4279,4503,4691,569.05
527.00,200,4071.70,4283,4463,4519,519.34
528.00,300,4036.76,4239,4503,4891,545.86
529.00,200,3979.73,4239,4467,4547,566.56
530.00,300,4166.35,4343,4547,4663,497.84
531.00,200,4092.66,4327,4555,4779,664.63
532.00,300,4085.02,4291,4535,4755,544.09
533.00,200,3953.82,4215,4455,4691,576.45
534.00,300,4042.68,4215,4463,4691,509.80
535.00,200,4011.81,4251,4527,4643,566.94
536.00,300,4153.62,4347,4599,4931,537.18
537.00,200,4080.53,4291,4559,4679,535.98
538.00,300,4061.11,4291,4571,4743,599.15
539.00,200,3990.62,4275,4515,4695,610.39
540.00,300,4082.51,4223,4543,4951,628.75
541.00,200,4094.35,4255,4475,4583,488.95
542.00,200,4045.16,4259,4487,4703,553.52
543.00,300,3999.61,4239,4459,4627,554.40
544.00,200,4042.14,4251,4467,4595,534.12
545.00,300,4069.98,4255,4543,4907,532.58
546.00,200,4188.02,4351,4543,4779,504.15
547.00,300,4086.55,4327,4627,4803,586.45
548.00,200,4067.07,4267,4531,4655,539.35
549.00,300,4149.33,4307,4531,4755,483.64
550.00,200,4100.15,4291,4479,4643,503.62
551.00,300,4057.60,4287,4487,4603,547.45
552.00,200,4085.68,4283,4499,4639,508.59
553.00,300,4088.90,4319,4603,4947,589.45
554.00,200,4245.02,4335,4531,4791,392.01
555.00,200,4180.57,4363,4595,4703,507.28
556.00,300,4059.26,4295,4623,5003,604.95
557.00,200,4063.82,4267,4551,4659,532.09
558.00,300,4095.23,4271,4483,4651,495.44
559.00,200,4043.79,4267,4491,4723,574.17
560.00,300,4057.74,4287,4479,4651,560.91
561.00,200,4172.84,4319,4575,4763,496.55
562.00,300,4093.39,4299,4635,4959,583.95
563.00,200,4157.68,4319,4547,4735,485.45
564.00,300,4101.97,4319,4515,4703,529.48
565.00,200,4175.44,4331,4535,4623,469.92
566.00,300,4078.80,4319,4599,4795,581.55
567.00,200,4109.57,4263,4475,4583,460.84
568.00,200,4075.83,4243,4439,4659,478.63
569.00,300,4018.32,4223,4491,4651,550.58
570.00,200,4088.97,4303,4531,4651,538.74
571.00,300,4071.54,4331,4563,4787,589.75
572.00,200,4128.10,4363,4615,4747,574.51
573.00,300,3984.77,4231,4479,4835,571.64
574.00,200,3899.61,4183,4403,4515,591.85
575.00,300,4008.21,4191,4431,4531,511.64
576.00,200,4136.10,4315,4611,5095,714.56
